m_disk, sb_law, scale_factor, r_in, r_out, inc, pa, lnprob 
-7.388144962437590557e+00,3.814688707363629305e+00,3.308939898270617241e-02,4.445915520340328442e+00,3.365373606583834487e+01,8.939970327319667831e+01,1.278468437101475814e+02,-3.172482480468750000e+05
-7.592330105274559315e+00,4.617196901335937298e+00,4.983618573652284778e-02,6.789470532300624583e+00,2.702967650274978340e+01,8.972663092812878460e+01,1.316503589809310313e+02,-3.167084394531250000e+05
-7.816354929036705812e+00,1.206660928850557646e+00,4.940047338702877044e-02,7.199059874202347942e+00,6.712617409255351220e+01,8.976110751418556788e+01,1.255739803668428607e+02,-3.158606289062500000e+05
-7.243345997416597015e+00,3.803320569589229816e+00,4.232968239907966557e-02,8.294481702860657890e+00,5.119047063327047198e+01,8.948457621598501532e+01,1.289553328451777929e+02,-3.154378828125000000e+05
-7.527440329455057366e+00,2.818391034095038883e+00,5.359777080539293581e-02,5.005822676507410307e+00,4.773356925499209069e+01,8.944098490824038095e+01,1.280266468212601865e+02,-3.135606699218750000e+05
-7.478740493519171473e+00,4.210611827397690021e+00,4.703586404706351642e-02,9.335591931731681115e+00,3.636220098035832393e+01,8.924180541852352633e+01,1.284588452332237978e+02,-3.136960332031250000e+05
-7.618017196099219568e+00,3.163936109352937898e+00,3.993726107667044251e-02,9.023474483145383473e+00,4.124836644650476103e+01,8.911231072765886552e+01,1.290264753211332334e+02,-3.132443085937500000e+05
-7.619500179476199619e+00,3.819998455227581413e+00,3.365141818047081429e-02,5.951184949120533751e+00,4.211328058062877489e+01,8.939844208437169470e+01,1.275899639346554295e+02,-3.133528300781250000e+05
-7.402728902749640127e+00,2.502042868400998099e+00,2.621564648128998226e-02,4.156823359685557051e+00,3.650657137368575889e+01,8.973228876264192877e+01,1.257530024788899681e+02,-3.172518222656250000e+05
-7.624820523238796000e+00,3.903746261642382365e+00,3.609136220356715802e-02,5.640198195717674778e+00,4.732374456165865695e+01,8.942544111864005174e+01,1.279367075711909933e+02,-3.139455878906250000e+05
-7.097454957894715477e+00,3.026181256820688503e+00,5.473964433127888329e-02,1.113247450062428179e+01,1.716925154237630480e+01,8.941889856568997175e+01,1.297781671277685973e+02,-5.104450078125000000e+05
-7.522217556274933159e+00,2.553253890349312716e+00,4.390053249260809226e-02,9.093481232808649395e+00,4.053936373173801400e+01,8.965302384499699428e+01,1.271617289825612005e+02,-3.132993671875000000e+05
-7.517590313829125570e+00,3.844561825375351294e+00,3.481266390729820248e-02,1.376027008463181112e+01,5.389490895390648006e+01,9.018207849988256442e+01,1.280532853882166080e+02,-inf
-7.252647533296440407e+00,3.258381799430025705e+00,3.074359236093627407e-02,1.075131067295598797e+01,-1.359916578566118517e+01,8.936276586519055343e+01,1.310377726906565670e+02,-inf
-7.196566049957763944e+00,3.099679607176498042e+00,3.766126199256924351e-02,4.315070836997133341e+00,6.287241665370749644e+01,8.947317153753238017e+01,1.271908604772532669e+02,-3.161695097656250000e+05
-7.790348941202434929e+00,4.220693135249303118e+00,3.830006090208636083e-02,8.944255060886154851e+00,3.612094964639950945e+01,8.934271324267990622e+01,1.285310283385874186e+02,-3.138289902343750000e+05
-7.463278582344729628e+00,4.018491446216669871e+00,2.749353645047366082e-02,2.717664211179043221e+00,3.791442262263475982e+01,8.939474193366777399e+01,1.273476613601886100e+02,-3.139696894531250000e+05
-7.592330105274559315e+00,4.617196901335937298e+00,4.983618573652284778e-02,6.789470532300624583e+00,2.702967650274978340e+01,8.972663092812878460e+01,1.316503589809310313e+02,-3.167084394531250000e+05
-7.816354929036705812e+00,1.206660928850557646e+00,4.940047338702877044e-02,7.199059874202347942e+00,6.712617409255351220e+01,8.976110751418556788e+01,1.255739803668428607e+02,-3.158606289062500000e+05
-7.243345997416597015e+00,3.803320569589229816e+00,4.232968239907966557e-02,8.294481702860657890e+00,5.119047063327047198e+01,8.948457621598501532e+01,1.289553328451777929e+02,-3.154378828125000000e+05
-7.445748045954113437e+00,1.907886099745286002e+00,6.828390398109557280e-02,4.473644799797973803e+00,4.807737135409073659e+01,8.945402459955100483e+01,1.281020968941038802e+02,-3.134118261718750000e+05
-7.478740493519171473e+00,4.210611827397690021e+00,4.703586404706351642e-02,9.335591931731681115e+00,3.636220098035832393e+01,8.924180541852352633e+01,1.284588452332237978e+02,-3.136960332031250000e+05
-7.618017196099219568e+00,3.163936109352937898e+00,3.993726107667044251e-02,9.023474483145383473e+00,4.124836644650476103e+01,8.911231072765886552e+01,1.290264753211332334e+02,-3.132443085937500000e+05
-7.619500179476199619e+00,3.819998455227581413e+00,3.365141818047081429e-02,5.951184949120533751e+00,4.211328058062877489e+01,8.939844208437169470e+01,1.275899639346554295e+02,-3.133528300781250000e+05
-7.414781843357630464e+00,2.803905153481796475e+00,2.647002159945933963e-02,3.870346208057459769e+00,3.678681641547527192e+01,8.966509712910649910e+01,1.260704332054409207e+02,-3.163358144531250000e+05
-7.624820523238796000e+00,3.903746261642382365e+00,3.609136220356715802e-02,5.640198195717674778e+00,4.732374456165865695e+01,8.942544111864005174e+01,1.279367075711909933e+02,-3.139455878906250000e+05
-7.372899401648437490e+00,2.329037308073283796e+00,5.269395643326874740e-02,9.625398068131904239e+00,3.631010186348935065e+01,8.955001493409959323e+01,1.281673451354399447e+02,-3.161320273437500000e+05
-7.543234354908926242e+00,2.030771047348068237e+00,4.975103359591218077e-02,1.136700677177478802e+01,4.147538034413179275e+01,8.974512349586022708e+01,1.270954281449395182e+02,-3.132890742187500000e+05
-7.517590313829125570e+00,3.844561825375351294e+00,3.481266390729820248e-02,1.376027008463181112e+01,5.389490895390648006e+01,9.018207849988256442e+01,1.280532853882166080e+02,-inf
-7.252647533296440407e+00,3.258381799430025705e+00,3.074359236093627407e-02,1.075131067295598797e+01,-1.359916578566118517e+01,8.936276586519055343e+01,1.310377726906565670e+02,-inf
-7.196566049957763944e+00,3.099679607176498042e+00,3.766126199256924351e-02,4.315070836997133341e+00,6.287241665370749644e+01,8.947317153753238017e+01,1.271908604772532669e+02,-3.161695097656250000e+05
-7.790348941202434929e+00,4.220693135249303118e+00,3.830006090208636083e-02,8.944255060886154851e+00,3.612094964639950945e+01,8.934271324267990622e+01,1.285310283385874186e+02,-3.138289902343750000e+05
-7.463278582344729628e+00,4.018491446216669871e+00,2.749353645047366082e-02,2.717664211179043221e+00,3.791442262263475982e+01,8.939474193366777399e+01,1.273476613601886100e+02,-3.139696894531250000e+05
-7.539759905583878208e+00,4.429026009668372232e+00,4.854017399620594309e-02,7.967836303046007096e+00,3.134884502374595172e+01,8.950224972406259383e+01,1.301733003622799743e+02,-3.148880000000000000e+05
-7.725680258525883914e+00,2.410408969813970792e+00,4.214618871825853014e-02,6.624267302912461908e+00,5.560480677589177390e+01,8.959405760338862024e+01,1.265025769395684279e+02,-3.150496542968750000e+05
-7.243345997416597015e+00,3.803320569589229816e+00,4.232968239907966557e-02,8.294481702860657890e+00,5.119047063327047198e+01,8.948457621598501532e+01,1.289553328451777929e+02,-3.154378828125000000e+05
-7.444822284416265923e+00,1.934673368043475339e+00,6.703384162887777997e-02,4.455608664100322081e+00,4.773983040212669948e+01,8.946033479625496909e+01,1.280413585425108352e+02,-3.133949863281250000e+05
-7.478740493519171473e+00,4.210611827397690021e+00,4.703586404706351642e-02,9.335591931731681115e+00,3.636220098035832393e+01,8.924180541852352633e+01,1.284588452332237978e+02,-3.136960332031250000e+05
-7.618017196099219568e+00,3.163936109352937898e+00,3.993726107667044251e-02,9.023474483145383473e+00,4.124836644650476103e+01,8.911231072765886552e+01,1.290264753211332334e+02,-3.132443085937500000e+05
-7.619500179476199619e+00,3.819998455227581413e+00,3.365141818047081429e-02,5.951184949120533751e+00,4.211328058062877489e+01,8.939844208437169470e+01,1.275899639346554295e+02,-3.133528300781250000e+05
-7.414781843357630464e+00,2.803905153481796475e+00,2.647002159945933963e-02,3.870346208057459769e+00,3.678681641547527192e+01,8.966509712910649910e+01,1.260704332054409207e+02,-3.163358144531250000e+05
-7.624820523238796000e+00,3.903746261642382365e+00,3.609136220356715802e-02,5.640198195717674778e+00,4.732374456165865695e+01,8.942544111864005174e+01,1.279367075711909933e+02,-3.139455878906250000e+05
-7.372899401648437490e+00,2.329037308073283796e+00,5.269395643326874740e-02,9.625398068131904239e+00,3.631010186348935065e+01,8.955001493409959323e+01,1.281673451354399447e+02,-3.161320273437500000e+05
-7.543234354908926242e+00,2.030771047348068237e+00,4.975103359591218077e-02,1.136700677177478802e+01,4.147538034413179275e+01,8.974512349586022708e+01,1.270954281449395182e+02,-3.132890742187500000e+05
-7.517590313829125570e+00,3.844561825375351294e+00,3.481266390729820248e-02,1.376027008463181112e+01,5.389490895390648006e+01,9.018207849988256442e+01,1.280532853882166080e+02,-inf
-7.252647533296440407e+00,3.258381799430025705e+00,3.074359236093627407e-02,1.075131067295598797e+01,-1.359916578566118517e+01,8.936276586519055343e+01,1.310377726906565670e+02,-inf
-7.287024536166156530e+00,3.455818333465748182e+00,4.066653879918795400e-02,5.924531752291384734e+00,5.437386537244203311e+01,8.939900100450572040e+01,1.275973465505941107e+02,-3.149112304687500000e+05
-7.760454267566398556e+00,4.219725968247608705e+00,3.913814467648133594e-02,8.981798613131457998e+00,3.614409449355169102e+01,8.933303248308270383e+01,1.285241033325648914e+02,-3.136980175781250000e+05
-7.463278582344729628e+00,4.018491446216669871e+00,2.749353645047366082e-02,2.717664211179043221e+00,3.791442262263475982e+01,8.939474193366777399e+01,1.273476613601886100e+02,-3.139696894531250000e+05
-7.539759905583878208e+00,4.429026009668372232e+00,4.854017399620594309e-02,7.967836303046007096e+00,3.134884502374595172e+01,8.950224972406259383e+01,1.301733003622799743e+02,-3.148880000000000000e+05
-7.725680258525883914e+00,2.410408969813970792e+00,4.214618871825853014e-02,6.624267302912461908e+00,5.560480677589177390e+01,8.959405760338862024e+01,1.265025769395684279e+02,-3.150496542968750000e+05
-7.277373801815346432e+00,3.862197168165212080e+00,4.300999154493495569e-02,8.444980953319440431e+00,4.904694787604620387e+01,8.944948211928128501e+01,1.288835623338629830e+02,-3.149119062500000000e+05
-7.459372492908097563e+00,2.911003780940951913e+00,5.845512385673414663e-02,6.549020311079210899e+00,4.285906326824667190e+01,8.936659022389456197e+01,1.282204516772341094e+02,-3.132043691406250000e+05
-7.478740493519171473e+00,4.210611827397690021e+00,4.703586404706351642e-02,9.335591931731681115e+00,3.636220098035832393e+01,8.924180541852352633e+01,1.284588452332237978e+02,-3.136960332031250000e+05
-7.618017196099219568e+00,3.163936109352937898e+00,3.993726107667044251e-02,9.023474483145383473e+00,4.124836644650476103e+01,8.911231072765886552e+01,1.290264753211332334e+02,-3.132443085937500000e+05
-7.619500179476199619e+00,3.819998455227581413e+00,3.365141818047081429e-02,5.951184949120533751e+00,4.211328058062877489e+01,8.939844208437169470e+01,1.275899639346554295e+02,-3.133528300781250000e+05
-7.451621028250134060e+00,2.954792760120364292e+00,2.782009552954973347e-02,4.415086624221026490e+00,3.671831991399585604e+01,8.962970815956651904e+01,1.263319270393365059e+02,-3.152299316406250000e+05
-7.624820523238796000e+00,3.903746261642382365e+00,3.609136220356715802e-02,5.640198195717674778e+00,4.732374456165865695e+01,8.942544111864005174e+01,1.279367075711909933e+02,-3.139455878906250000e+05
-7.386363338636777520e+00,2.224983742473272130e+00,5.515161736437317053e-02,9.499335857427983143e+00,4.189816668087246398e+01,8.957098017729678929e+01,1.278459592288201350e+02,-3.138852089843750000e+05
-7.478563809540541563e+00,2.476265215839702272e+00,4.811127598345259215e-02,1.065622436700978426e+01,4.331716317308012520e+01,8.967320876900681981e+01,1.275303915565624209e+02,-3.132367500000000000e+05
-7.490496183731561786e+00,3.410091027441433109e+00,4.581568455565591252e-02,1.040420940699673658e+01,4.875891049134796873e+01,8.980255647220947424e+01,1.281310833049182918e+02,-3.136841367187500000e+05
-7.252647533296440407e+00,3.258381799430025705e+00,3.074359236093627407e-02,1.075131067295598797e+01,-1.359916578566118517e+01,8.936276586519055343e+01,1.310377726906565670e+02,-inf
-7.287024536166156530e+00,3.455818333465748182e+00,4.066653879918795400e-02,5.924531752291384734e+00,5.437386537244203311e+01,8.939900100450572040e+01,1.275973465505941107e+02,-3.149112304687500000e+05
-7.631687933961980086e+00,3.833541115381986941e+00,4.232324036068637468e-02,9.660269211987243310e+00,4.216119011838355846e+01,8.955698903870919025e+01,1.283366381258399826e+02,-3.133867890625000000e+05
-7.463278582344729628e+00,4.018491446216669871e+00,2.749353645047366082e-02,2.717664211179043221e+00,3.791442262263475982e+01,8.939474193366777399e+01,1.273476613601886100e+02,-3.139696894531250000e+05
-7.534041487420636507e+00,4.246551905699583074e+00,4.850009597906298348e-02,8.219050483831745524e+00,3.246721453280972014e+01,8.951822484945436997e+01,1.299263359528558226e+02,-3.144865253906250000e+05
-7.669110610220015722e+00,2.379495569146750533e+00,4.431440515974400390e-02,7.103587983523843796e+00,5.331968698321016831e+01,8.959021022118838573e+01,1.267265406124325438e+02,-3.145919824218750000e+05
-7.302942998260472329e+00,3.478103126434375358e+00,4.585844493591575977e-02,8.692335043007915374e+00,4.736982733719940342e+01,8.947798584361758856e+01,1.286401382548306742e+02,-3.144397773437500000e+05
-7.459372492908097563e+00,2.911003780940951913e+00,5.845512385673414663e-02,6.549020311079210899e+00,4.285906326824667190e+01,8.936659022389456197e+01,1.282204516772341094e+02,-3.132043691406250000e+05
-7.478740493519171473e+00,4.210611827397690021e+00,4.703586404706351642e-02,9.335591931731681115e+00,3.636220098035832393e+01,8.924180541852352633e+01,1.284588452332237978e+02,-3.136960332031250000e+05
-7.558486207156791536e+00,3.492700359433674961e+00,3.514991540288741473e-02,6.597505214937529949e+00,3.996573266752842102e+01,8.922096756898606884e+01,1.283806025624179767e+02,-3.130752480468750000e+05
-7.619500179476199619e+00,3.819998455227581413e+00,3.365141818047081429e-02,5.951184949120533751e+00,4.211328058062877489e+01,8.939844208437169470e+01,1.275899639346554295e+02,-3.133528300781250000e+05
-7.451621028250134060e+00,2.954792760120364292e+00,2.782009552954973347e-02,4.415086624221026490e+00,3.671831991399585604e+01,8.962970815956651904e+01,1.263319270393365059e+02,-3.152299316406250000e+05
-7.589375663684378104e+00,5.123586984559462820e+00,2.951055321090880965e-02,4.469063771796744966e+00,4.252525913266447333e+01,8.929357825503335278e+01,1.289051906068820017e+02,-3.134026523437500000e+05
-7.375152897919594608e+00,2.363884130557372565e+00,5.351696795749343732e-02,9.095917168059068914e+00,4.330605641890949897e+01,8.955157222921189941e+01,1.278179031457843280e+02,-3.138045507812500000e+05
-7.478563809540541563e+00,2.476265215839702272e+00,4.811127598345259215e-02,1.065622436700978426e+01,4.331716317308012520e+01,8.967320876900681981e+01,1.275303915565624209e+02,-3.132367500000000000e+05
-7.490496183731561786e+00,3.410091027441433109e+00,4.581568455565591252e-02,1.040420940699673658e+01,4.875891049134796873e+01,8.980255647220947424e+01,1.281310833049182918e+02,-3.136841367187500000e+05
-7.252647533296440407e+00,3.258381799430025705e+00,3.074359236093627407e-02,1.075131067295598797e+01,-1.359916578566118517e+01,8.936276586519055343e+01,1.310377726906565670e+02,-inf
-7.287024536166156530e+00,3.455818333465748182e+00,4.066653879918795400e-02,5.924531752291384734e+00,5.437386537244203311e+01,8.939900100450572040e+01,1.275973465505941107e+02,-3.149112304687500000e+05
-7.631687933961980086e+00,3.833541115381986941e+00,4.232324036068637468e-02,9.660269211987243310e+00,4.216119011838355846e+01,8.955698903870919025e+01,1.283366381258399826e+02,-3.133867890625000000e+05
-7.470810994179042375e+00,4.084504351690972257e+00,2.761402298953467491e-02,2.822284101162644276e+00,3.818985103957552241e+01,8.938869891917407529e+01,1.274407004028487762e+02,-3.137920468750000000e+05
-7.541218810816236129e+00,4.025210184533493774e+00,4.458028980337001845e-02,7.742941331381756775e+00,3.466888795028166470e+01,8.943094581100984897e+01,1.294724862648129715e+02,-3.137608183593750000e+05
-7.669110610220015722e+00,2.379495569146750533e+00,4.431440515974400390e-02,7.103587983523843796e+00,5.331968698321016831e+01,8.959021022118838573e+01,1.267265406124325438e+02,-3.145919824218750000e+05
-7.314575555589337696e+00,3.298609505647809303e+00,4.709218447195576140e-02,8.757349566345089542e+00,4.671517958943158533e+01,8.948984014410949328e+01,1.285076813882661213e+02,-3.142625449218750000e+05
-7.467167060966098724e+00,2.734434377287270568e+00,5.425396206184171510e-02,8.217164407452957064e+00,4.304512089805785280e+01,8.949112358257421818e+01,1.279401832267831765e+02,-3.132019375000000000e+05
-7.449408974470030920e+00,4.095132448158193661e+00,4.606139125190526762e-02,8.813717915544350134e+00,3.911788957570214365e+01,8.926585550485091858e+01,1.283270405291749228e+02,-3.134111503906250000e+05
-7.558486207156791536e+00,3.492700359433674961e+00,3.514991540288741473e-02,6.597505214937529949e+00,3.996573266752842102e+01,8.922096756898606884e+01,1.283806025624179767e+02,-3.130752480468750000e+05
-7.619500179476199619e+00,3.819998455227581413e+00,3.365141818047081429e-02,5.951184949120533751e+00,4.211328058062877489e+01,8.939844208437169470e+01,1.275899639346554295e+02,-3.133528300781250000e+05
-7.451621028250134060e+00,2.954792760120364292e+00,2.782009552954973347e-02,4.415086624221026490e+00,3.671831991399585604e+01,8.962970815956651904e+01,1.263319270393365059e+02,-3.152299316406250000e+05
-7.547161297818146153e+00,4.753626737445681982e+00,2.883530297847890222e-02,3.882735991293025712e+00,4.098165846153163727e+01,8.932744549840549553e+01,1.283837660919864447e+02,-3.131510390625000000e+05
-7.375152897919594608e+00,2.363884130557372565e+00,5.351696795749343732e-02,9.095917168059068914e+00,4.330605641890949897e+01,8.955157222921189941e+01,1.278179031457843280e+02,-3.138045507812500000e+05
-7.478563809540541563e+00,2.476265215839702272e+00,4.811127598345259215e-02,1.065622436700978426e+01,4.331716317308012520e+01,8.967320876900681981e+01,1.275303915565624209e+02,-3.132367500000000000e+05
-7.490496183731561786e+00,3.410091027441433109e+00,4.581568455565591252e-02,1.040420940699673658e+01,4.875891049134796873e+01,8.980255647220947424e+01,1.281310833049182918e+02,-3.136841367187500000e+05
-7.252647533296440407e+00,3.258381799430025705e+00,3.074359236093627407e-02,1.075131067295598797e+01,-1.359916578566118517e+01,8.936276586519055343e+01,1.310377726906565670e+02,-inf
-7.287024536166156530e+00,3.455818333465748182e+00,4.066653879918795400e-02,5.924531752291384734e+00,5.437386537244203311e+01,8.939900100450572040e+01,1.275973465505941107e+02,-3.149112304687500000e+05
-7.631687933961980086e+00,3.833541115381986941e+00,4.232324036068637468e-02,9.660269211987243310e+00,4.216119011838355846e+01,8.955698903870919025e+01,1.283366381258399826e+02,-3.133867890625000000e+05
-7.470810994179042375e+00,4.084504351690972257e+00,2.761402298953467491e-02,2.822284101162644276e+00,3.818985103957552241e+01,8.938869891917407529e+01,1.274407004028487762e+02,-3.137920468750000000e+05
-7.543864629569329239e+00,4.349528634895898804e+00,3.757002938629139949e-02,6.024232703779796694e+00,3.747957085076880901e+01,8.938486357844433883e+01,1.289877470892440670e+02,-3.132223710937500000e+05
-7.618654837214131170e+00,3.361777641546930262e+00,3.791002246491526062e-02,5.770980412355148914e+00,4.821490406833419939e+01,8.948149294393964226e+01,1.274122073945492843e+02,-3.139747988281250000e+05
-7.314575555589337696e+00,3.298609505647809303e+00,4.709218447195576140e-02,8.757349566345089542e+00,4.671517958943158533e+01,8.948984014410949328e+01,1.285076813882661213e+02,-3.142625449218750000e+05
-7.467167060966098724e+00,2.734434377287270568e+00,5.425396206184171510e-02,8.217164407452957064e+00,4.304512089805785280e+01,8.949112358257421818e+01,1.279401832267831765e+02,-3.132019375000000000e+05
-7.449408974470030920e+00,4.095132448158193661e+00,4.606139125190526762e-02,8.813717915544350134e+00,3.911788957570214365e+01,8.926585550485091858e+01,1.283270405291749228e+02,-3.134111503906250000e+05
-7.558486207156791536e+00,3.492700359433674961e+00,3.514991540288741473e-02,6.597505214937529949e+00,3.996573266752842102e+01,8.922096756898606884e+01,1.283806025624179767e+02,-3.130752480468750000e+05
-7.604396989869282031e+00,3.712369331239657289e+00,3.569407397107320079e-02,6.175847305798440878e+00,4.220566863868962315e+01,8.940763106608555688e+01,1.276246867081713816e+02,-3.133067539062500000e+05
-7.451621028250134060e+00,2.954792760120364292e+00,2.782009552954973347e-02,4.415086624221026490e+00,3.671831991399585604e+01,8.962970815956651904e+01,1.263319270393365059e+02,-3.152299316406250000e+05
-7.547161297818146153e+00,4.753626737445681982e+00,2.883530297847890222e-02,3.882735991293025712e+00,4.098165846153163727e+01,8.932744549840549553e+01,1.283837660919864447e+02,-3.131510390625000000e+05
-7.375152897919594608e+00,2.363884130557372565e+00,5.351696795749343732e-02,9.095917168059068914e+00,4.330605641890949897e+01,8.955157222921189941e+01,1.278179031457843280e+02,-3.138045507812500000e+05
-7.478563809540541563e+00,2.476265215839702272e+00,4.811127598345259215e-02,1.065622436700978426e+01,4.331716317308012520e+01,8.967320876900681981e+01,1.275303915565624209e+02,-3.132367500000000000e+05
-7.485830142027012357e+00,3.569949315249957955e+00,4.150128810379434541e-02,8.607042070435777958e+00,4.625369345758470274e+01,8.970445852923290886e+01,1.279674396984104874e+02,-3.134417812500000000e+05
-7.252647533296440407e+00,3.258381799430025705e+00,3.074359236093627407e-02,1.075131067295598797e+01,-1.359916578566118517e+01,8.936276586519055343e+01,1.310377726906565670e+02,-inf
-7.287024536166156530e+00,3.455818333465748182e+00,4.066653879918795400e-02,5.924531752291384734e+00,5.437386537244203311e+01,8.939900100450572040e+01,1.275973465505941107e+02,-3.149112304687500000e+05
-7.624660524932656891e+00,3.802339421256319962e+00,4.061623221963345937e-02,8.763031729753148369e+00,4.217264332257276038e+01,8.951852941042180589e+01,1.281533108725221837e+02,-3.133537773437500000e+05
-7.470810994179042375e+00,4.084504351690972257e+00,2.761402298953467491e-02,2.822284101162644276e+00,3.818985103957552241e+01,8.938869891917407529e+01,1.274407004028487762e+02,-3.137920468750000000e+05
-7.543864629569329239e+00,4.349528634895898804e+00,3.757002938629139949e-02,6.024232703779796694e+00,3.747957085076880901e+01,8.938486357844433883e+01,1.289877470892440670e+02,-3.132223710937500000e+05
-7.618654837214131170e+00,3.361777641546930262e+00,3.791002246491526062e-02,5.770980412355148914e+00,4.821490406833419939e+01,8.948149294393964226e+01,1.274122073945492843e+02,-3.139747988281250000e+05
-7.314575555589337696e+00,3.298609505647809303e+00,4.709218447195576140e-02,8.757349566345089542e+00,4.671517958943158533e+01,8.948984014410949328e+01,1.285076813882661213e+02,-3.142625449218750000e+05
-7.467167060966098724e+00,2.734434377287270568e+00,5.425396206184171510e-02,8.217164407452957064e+00,4.304512089805785280e+01,8.949112358257421818e+01,1.279401832267831765e+02,-3.132019375000000000e+05
-7.449408974470030920e+00,4.095132448158193661e+00,4.606139125190526762e-02,8.813717915544350134e+00,3.911788957570214365e+01,8.926585550485091858e+01,1.283270405291749228e+02,-3.134111503906250000e+05
-7.558486207156791536e+00,3.492700359433674961e+00,3.514991540288741473e-02,6.597505214937529949e+00,3.996573266752842102e+01,8.922096756898606884e+01,1.283806025624179767e+02,-3.130752480468750000e+05
-7.546931006173962508e+00,3.302852292441516902e+00,4.346615572419811058e-02,7.030662987903879113e+00,4.255719508948219953e+01,8.944259413594623709e+01,1.277568030616475028e+02,-3.131804355468750000e+05
-7.497221155767228140e+00,3.065899383418290824e+00,3.057463940150321330e-02,4.785244797719171217e+00,3.985688034496719467e+01,8.958924549650160429e+01,1.266268429144964358e+02,-3.136848535156250000e+05
-7.535275445590235321e+00,4.453607349087028489e+00,3.261210537807264498e-02,4.526762082100267648e+00,4.128825566857489804e+01,8.935176541941399364e+01,1.283178568390937642e+02,-3.131297714843750000e+05
